ID;RECEITA;TIPO_IMAGEM;FONTE;URL_IMAGEM
REC-0011;Cajuzinho de Banana;ilustrativa_externa;https://www.metropoles.com/vida-e-estilo/bananinha-caseira-faca-doce-com-apenas-4-ingredientes;https://images.metroimg.com/2025/07/14145503/bananinha-18921.jpg
REC-0012;Queijadinha;ilustrativa_externa;https://entretenimento.r7.com/receitas/receitas-de-pesos/delicie-se-com-as-melhores-sobremesas-brasileiras-brigadeiro-beijinho-e-cajuzinho-16032024/;https://newr7-r7-prod.web.arc-cdn.net/resizer/v2/U7U4OPPETZOU3I4R4OYG2BWOOE.jpg?auth=d78a1664e930c3684243a0066c562201f6f54f3a7b33f563cf53957906ba4db6&height=630&smart=true&width=1200
REC-0013;Pudim de Laranja;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/lisinho-e-supercremoso-aqui-estao-todos-os-segredos-de-pudim-perfeito-a23822.htm;https://static.itdg.com.br/images/640-auto/e970dc7a4be053b87ab839bf26a11124/pudim-baixa.jpg
REC-0014;Bolacha de Sal Amoníaco — Variante 1;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/o-biscoito-caseiro-que-pede-um-cafe-passado-na-hora-e-derrete-na-boca-receita-facil-e-deliciosa-a25980.htm;https://static.itdg.com.br/images/640-auto/b78e13d27b59dacd25a972a155be409e/bisco-baixa.jpg
REC-0015;Caramelo para Pudim;ilustrativa_externa;https://www.tudogostoso.com.br/receita/303246-creme-facil-para-recheio-de-bolo.html;https://static.itdg.com.br/images/640-400/ebe17f9b3f6de8a62e5d01484f94dfed/creme-facil-para-recheio-de-bolo.jpg
REC-0016;Creme de Laranja;ilustrativa_externa;https://www.tudogostoso.com.br/receita/303246-creme-facil-para-recheio-de-bolo.html;https://static.itdg.com.br/images/640-400/ebe17f9b3f6de8a62e5d01484f94dfed/creme-facil-para-recheio-de-bolo.jpg
REC-0017;Bolacha de Sal Amoníaco — Variante 2;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/o-biscoito-caseiro-que-pede-um-cafe-passado-na-hora-e-derrete-na-boca-receita-facil-e-deliciosa-a25980.htm;https://static.itdg.com.br/images/640-auto/b78e13d27b59dacd25a972a155be409e/bisco-baixa.jpg
REC-0018;Panetone — Receita Manuscrita;ilustrativa_externa;https://receitatodahora.com.br/como-fazer-panetone-caseiro-que-fica-fofinho-e-nao-resseca-depois-de-pronto/;https://receitatodahora.com.br/wp-content/uploads/2024/11/panetone-caseiro-0611.jpg
REC-0019;Pão Caseiro — Variante 1;ilustrativa_externa;https://focalizando.com.br/pao-caseiro-tradicional;https://focalizando.com.br/sites/default/files/inline-images/p%C3%A3o%20caseiro%20tradicional.jpg
REC-0020;Bolo de Maçã;ilustrativa_externa;https://www.terra.com.br/vida-e-estilo/degusta/receitas/bolo-simples-1-receita-que-faz-10-bolos-diferentes-pratico%2C66e7f81a0be8a82c56501dbdd940bc97nyymd6mj.html;https://p2.trrsf.com/image/fget/cf/500/0/images.terra.com/2024/02/16/863943157-bolo-caseiro-eeaeuwos.jpg
REC-0021;4 Leites Trufados;ilustrativa_externa;https://entretenimento.r7.com/receitas/receitas-de-pesos/delicie-se-com-as-melhores-sobremesas-brasileiras-brigadeiro-beijinho-e-cajuzinho-16032024/;https://newr7-r7-prod.web.arc-cdn.net/resizer/v2/U7U4OPPETZOU3I4R4OYG2BWOOE.jpg?auth=d78a1664e930c3684243a0066c562201f6f54f3a7b33f563cf53957906ba4db6&height=630&smart=true&width=1200
REC-0022;Bolacha 5 Pontos;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/o-biscoito-caseiro-que-pede-um-cafe-passado-na-hora-e-derrete-na-boca-receita-facil-e-deliciosa-a25980.htm;https://static.itdg.com.br/images/640-auto/b78e13d27b59dacd25a972a155be409e/bisco-baixa.jpg
REC-0023;Bolacha de Sal Amoníaco — Variante 3;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/o-biscoito-caseiro-que-pede-um-cafe-passado-na-hora-e-derrete-na-boca-receita-facil-e-deliciosa-a25980.htm;https://static.itdg.com.br/images/640-auto/b78e13d27b59dacd25a972a155be409e/bisco-baixa.jpg
REC-0024;Bolo de Cenoura — Variante 1;ilustrativa_externa;https://www.guiadasemana.com.br/gastronomia/galeria/dicas-pra-fazer-o-bolo-de-cenoura-perfeito;https://www.guiadasemana.com.br/contentFiles/image/2020/01/FEA/galeria/64877_w840h525_1580416728shutterstock-1119431198.jpg
REC-0025;Rosquinha;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/o-biscoito-caseiro-que-pede-um-cafe-passado-na-hora-e-derrete-na-boca-receita-facil-e-deliciosa-a25980.htm;https://static.itdg.com.br/images/640-auto/b78e13d27b59dacd25a972a155be409e/bisco-baixa.jpg
REC-0026;Bombocado de Assadeira;ilustrativa_externa;https://entretenimento.r7.com/receitas/receitas-de-pesos/delicie-se-com-as-melhores-sobremesas-brasileiras-brigadeiro-beijinho-e-cajuzinho-16032024/;https://newr7-r7-prod.web.arc-cdn.net/resizer/v2/U7U4OPPETZOU3I4R4OYG2BWOOE.jpg?auth=d78a1664e930c3684243a0066c562201f6f54f3a7b33f563cf53957906ba4db6&height=630&smart=true&width=1200
REC-0027;Rosca Caseira;ilustrativa_externa;https://focalizando.com.br/pao-caseiro-tradicional;https://focalizando.com.br/sites/default/files/inline-images/p%C3%A3o%20caseiro%20tradicional.jpg
REC-0028;Pastel;ilustrativa_externa;https://brsalgados.es/;https://smspebmizbdmqyxawlip.supabase.co/storage/v1/object/public/product-images/products/1772031207692-tnd0z6ivdns.jpg
REC-0029;Bolacha de Nata — Variante 1;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/o-biscoito-caseiro-que-pede-um-cafe-passado-na-hora-e-derrete-na-boca-receita-facil-e-deliciosa-a25980.htm;https://static.itdg.com.br/images/640-auto/b78e13d27b59dacd25a972a155be409e/bisco-baixa.jpg
REC-0030;Bolinho de Queijo;ilustrativa_externa;https://brsalgados.es/;https://smspebmizbdmqyxawlip.supabase.co/storage/v1/object/public/product-images/products/1772031207692-tnd0z6ivdns.jpg
REC-0031;Bolacha de 02/02/2025;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/o-biscoito-caseiro-que-pede-um-cafe-passado-na-hora-e-derrete-na-boca-receita-facil-e-deliciosa-a25980.htm;https://static.itdg.com.br/images/640-auto/b78e13d27b59dacd25a972a155be409e/bisco-baixa.jpg
REC-0032;Pudim — Receita Impressa;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/lisinho-e-supercremoso-aqui-estao-todos-os-segredos-de-pudim-perfeito-a23822.htm;https://static.itdg.com.br/images/640-auto/e970dc7a4be053b87ab839bf26a11124/pudim-baixa.jpg
REC-0033;Bolo Tradicional de Aniversário;ilustrativa_externa;https://www.terra.com.br/vida-e-estilo/degusta/receitas/bolo-simples-1-receita-que-faz-10-bolos-diferentes-pratico%2C66e7f81a0be8a82c56501dbdd940bc97nyymd6mj.html;https://p2.trrsf.com/image/fget/cf/500/0/images.terra.com/2024/02/16/863943157-bolo-caseiro-eeaeuwos.jpg
REC-0034;Creme de Ameixa;ilustrativa_externa;https://www.tudogostoso.com.br/receita/303246-creme-facil-para-recheio-de-bolo.html;https://static.itdg.com.br/images/640-400/ebe17f9b3f6de8a62e5d01484f94dfed/creme-facil-para-recheio-de-bolo.jpg
REC-0035;Quibe — Variante 1;ilustrativa_externa;https://www.dicasedicas.com.br/receita/quibe-frito-caseiro-02;https://www.dicasedicas.com.br/_next/image?q=50&url=https%3A%2F%2Fd135llbe2j366l.cloudfront.net%2Fcompressed%2Fquibe-frito-caseiro-02-google.webp&w=828
REC-0036;Bolo de Pique-Nique;ilustrativa_externa;https://www.terra.com.br/vida-e-estilo/degusta/receitas/bolo-simples-1-receita-que-faz-10-bolos-diferentes-pratico%2C66e7f81a0be8a82c56501dbdd940bc97nyymd6mj.html;https://p2.trrsf.com/image/fget/cf/500/0/images.terra.com/2024/02/16/863943157-bolo-caseiro-eeaeuwos.jpg
REC-0037;Doce de Abóbora;ilustrativa_externa;https://bakeandcakegourmet.com.br/receitas/doce-de-abobora-em-pedacos;https://bakeandcakegourmet.com.br/uploads/site/receitas/doce-de-abobora-em-pedacos-b5cl8rvl.jpg
REC-0038;Bolacha de Nata — Variante 2;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/o-biscoito-caseiro-que-pede-um-cafe-passado-na-hora-e-derrete-na-boca-receita-facil-e-deliciosa-a25980.htm;https://static.itdg.com.br/images/640-auto/b78e13d27b59dacd25a972a155be409e/bisco-baixa.jpg
REC-0039;Mousse de Leite Ninho com Gelatina;ilustrativa_externa;https://www.receitasja.com.br/como-fazer-gelatina-colorida-com-leite-condensado-e-creme-de-leite/;https://www.receitasja.com.br/wp-content/uploads/2025/02/image_fx_-3-1-1140x570.jpg
REC-0040;Danone;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/esse-mousse-de-leite-ninho-vai-deixar-todo-mundo-com-agua-na-boca-a6813.htm;https://static.itdg.com.br/images/auto-auto/35709e1e77d687cd71cc715d585fa9ec/mousse-de-leite-ninho-1.jpg
REC-0041;Bolo de Chocolate — Variante 1;ilustrativa_externa;https://www.receitasja.com.br/como-fazer-um-bolo-de-chocolate-simples-e-fofinho/;https://www.receitasja.com.br/wp-content/uploads/2024/10/bolo-de-chocolate-simples.webp
REC-0042;Pão Caseiro — Variante 2;ilustrativa_externa;https://focalizando.com.br/pao-caseiro-tradicional;https://focalizando.com.br/sites/default/files/inline-images/p%C3%A3o%20caseiro%20tradicional.jpg
REC-0043;Brigadeiro de Paçoca;ilustrativa_externa;https://entretenimento.r7.com/receitas/receitas-de-pesos/delicie-se-com-as-melhores-sobremesas-brasileiras-brigadeiro-beijinho-e-cajuzinho-16032024/;https://newr7-r7-prod.web.arc-cdn.net/resizer/v2/U7U4OPPETZOU3I4R4OYG2BWOOE.jpg?auth=d78a1664e930c3684243a0066c562201f6f54f3a7b33f563cf53957906ba4db6&height=630&smart=true&width=1200
REC-0044;Pizza Enrolada — Variante 1;ilustrativa_externa;https://www.temqueir.com.br/2019/09/as-melhores-pizzas-e-esfihas-de-vitoria.html;https://1.bp.blogspot.com/-0R5yFYeYNrM/XoYuZ9KyJpI/AAAAAAABFKE/8Cu2lHaCc-A-X3a95mkHBa4vcijtBHErgCLcBGAsYHQ/s16000/20200401_191959.jpg
REC-0045;Molho de Pimenta;ilustrativa_externa;https://pilotandofogao.com.br/molho-de-pimenta-caseiro-sabor-intenso-para-acompanhar-suas-refeicoes/;https://pilotandofogao.com.br/wp-content/uploads/2024/10/Molho-de-pimenta-caseiro.jpg
REC-0046;Bolacha Palito;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/o-biscoito-caseiro-que-pede-um-cafe-passado-na-hora-e-derrete-na-boca-receita-facil-e-deliciosa-a25980.htm;https://static.itdg.com.br/images/640-auto/b78e13d27b59dacd25a972a155be409e/bisco-baixa.jpg
REC-0047;Pudim Gostoso;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/lisinho-e-supercremoso-aqui-estao-todos-os-segredos-de-pudim-perfeito-a23822.htm;https://static.itdg.com.br/images/640-auto/e970dc7a4be053b87ab839bf26a11124/pudim-baixa.jpg
REC-0048;Pão Doce;ilustrativa_externa;https://focalizando.com.br/pao-caseiro-tradicional;https://focalizando.com.br/sites/default/files/inline-images/p%C3%A3o%20caseiro%20tradicional.jpg
REC-0049;Bolo de Laranja — Variante 1;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/adeus-bolo-de-laranja-seco-receita-fofinha-e-molhadinha-com-calda-e-facil-de-fazer-a27853.htm;https://static.itdg.com.br/images/1200-675/428356e99da09aeb19c8a483842ecdec/editorial-a-2026-04-17t104829.188.png
REC-0050;Brigadeiro de Alma Branca;ilustrativa_externa;https://entretenimento.r7.com/receitas/receitas-de-pesos/delicie-se-com-as-melhores-sobremesas-brasileiras-brigadeiro-beijinho-e-cajuzinho-16032024/;https://newr7-r7-prod.web.arc-cdn.net/resizer/v2/U7U4OPPETZOU3I4R4OYG2BWOOE.jpg?auth=d78a1664e930c3684243a0066c562201f6f54f3a7b33f563cf53957906ba4db6&height=630&smart=true&width=1200
REC-0051;Pudim de Maria Mole — Variante 1;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/lisinho-e-supercremoso-aqui-estao-todos-os-segredos-de-pudim-perfeito-a23822.htm;https://static.itdg.com.br/images/640-auto/e970dc7a4be053b87ab839bf26a11124/pudim-baixa.jpg
REC-0052;Bolo de Cenoura — Variante 2;ilustrativa_externa;https://www.guiadasemana.com.br/gastronomia/galeria/dicas-pra-fazer-o-bolo-de-cenoura-perfeito;https://www.guiadasemana.com.br/contentFiles/image/2020/01/FEA/galeria/64877_w840h525_1580416728shutterstock-1119431198.jpg
REC-0053;Beijinho;ilustrativa_externa;https://entretenimento.r7.com/receitas/receitas-de-pesos/delicie-se-com-as-melhores-sobremesas-brasileiras-brigadeiro-beijinho-e-cajuzinho-16032024/;https://newr7-r7-prod.web.arc-cdn.net/resizer/v2/U7U4OPPETZOU3I4R4OYG2BWOOE.jpg?auth=d78a1664e930c3684243a0066c562201f6f54f3a7b33f563cf53957906ba4db6&height=630&smart=true&width=1200
REC-0054;Bolo Brigadeiro;ilustrativa_externa;https://entretenimento.r7.com/receitas/receitas-de-pesos/delicie-se-com-as-melhores-sobremesas-brasileiras-brigadeiro-beijinho-e-cajuzinho-16032024/;https://newr7-r7-prod.web.arc-cdn.net/resizer/v2/U7U4OPPETZOU3I4R4OYG2BWOOE.jpg?auth=d78a1664e930c3684243a0066c562201f6f54f3a7b33f563cf53957906ba4db6&height=630&smart=true&width=1200
REC-0055;Cocadinha;ilustrativa_externa;https://entretenimento.r7.com/receitas/receitas-de-pesos/delicie-se-com-as-melhores-sobremesas-brasileiras-brigadeiro-beijinho-e-cajuzinho-16032024/;https://newr7-r7-prod.web.arc-cdn.net/resizer/v2/U7U4OPPETZOU3I4R4OYG2BWOOE.jpg?auth=d78a1664e930c3684243a0066c562201f6f54f3a7b33f563cf53957906ba4db6&height=630&smart=true&width=1200
REC-0056;Biscoito Amanteigado;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/o-biscoito-caseiro-que-pede-um-cafe-passado-na-hora-e-derrete-na-boca-receita-facil-e-deliciosa-a25980.htm;https://static.itdg.com.br/images/640-auto/b78e13d27b59dacd25a972a155be409e/bisco-baixa.jpg
REC-0057;Cobertura para Bolo — Variante 1;ilustrativa_externa;https://www.tudogostoso.com.br/receita/303246-creme-facil-para-recheio-de-bolo.html;https://static.itdg.com.br/images/640-400/ebe17f9b3f6de8a62e5d01484f94dfed/creme-facil-para-recheio-de-bolo.jpg
REC-0058;Gelatina (02/02/2023);ilustrativa_externa;https://www.receitasja.com.br/como-fazer-gelatina-colorida-com-leite-condensado-e-creme-de-leite/;https://www.receitasja.com.br/wp-content/uploads/2025/02/image_fx_-3-1-1140x570.jpg
REC-0059;Creme Branco para Frutas;ilustrativa_externa;https://www.tudogostoso.com.br/receita/303246-creme-facil-para-recheio-de-bolo.html;https://static.itdg.com.br/images/640-400/ebe17f9b3f6de8a62e5d01484f94dfed/creme-facil-para-recheio-de-bolo.jpg
REC-0060;Massa Pão de Ló — Variante 1;ilustrativa_externa;https://focalizando.com.br/pao-caseiro-tradicional;https://focalizando.com.br/sites/default/files/inline-images/p%C3%A3o%20caseiro%20tradicional.jpg
REC-0061;Cobertura para Bolo — Variante 2;ilustrativa_externa;https://www.tudogostoso.com.br/receita/303246-creme-facil-para-recheio-de-bolo.html;https://static.itdg.com.br/images/640-400/ebe17f9b3f6de8a62e5d01484f94dfed/creme-facil-para-recheio-de-bolo.jpg
REC-0062;Bolo de Fubá Cremoso;ilustrativa_externa;https://dikadanaka.com.br/bolo-de-fuba-cremoso/;https://dikadanaka.com.br/wp-content/uploads/2024/04/FOTO3-Bolo-de-Fuba-Cremoso-scaled.jpg
REC-0063;Biliscão;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/o-biscoito-caseiro-que-pede-um-cafe-passado-na-hora-e-derrete-na-boca-receita-facil-e-deliciosa-a25980.htm;https://static.itdg.com.br/images/640-auto/b78e13d27b59dacd25a972a155be409e/bisco-baixa.jpg
REC-0064;Pudim de Leite em Pó — Variante 1;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/lisinho-e-supercremoso-aqui-estao-todos-os-segredos-de-pudim-perfeito-a23822.htm;https://static.itdg.com.br/images/640-auto/e970dc7a4be053b87ab839bf26a11124/pudim-baixa.jpg
REC-0065;Pudim de Leite Condensado;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/lisinho-e-supercremoso-aqui-estao-todos-os-segredos-de-pudim-perfeito-a23822.htm;https://static.itdg.com.br/images/640-auto/e970dc7a4be053b87ab839bf26a11124/pudim-baixa.jpg
REC-0066;Creme Firme para Bolo;ilustrativa_externa;https://www.tudogostoso.com.br/receita/303246-creme-facil-para-recheio-de-bolo.html;https://static.itdg.com.br/images/640-400/ebe17f9b3f6de8a62e5d01484f94dfed/creme-facil-para-recheio-de-bolo.jpg
REC-0067;Recheio Creme 4 Leites;ilustrativa_externa;https://www.tudogostoso.com.br/receita/303246-creme-facil-para-recheio-de-bolo.html;https://static.itdg.com.br/images/640-400/ebe17f9b3f6de8a62e5d01484f94dfed/creme-facil-para-recheio-de-bolo.jpg
REC-0068;Glacê de Leite Condensado;foto_propria;Acervo da família;images/produtos/REC-0068.jpg
REC-0069;Cajuzinho;ilustrativa_externa;https://entretenimento.r7.com/receitas/receitas-de-pesos/delicie-se-com-as-melhores-sobremesas-brasileiras-brigadeiro-beijinho-e-cajuzinho-16032024/;https://newr7-r7-prod.web.arc-cdn.net/resizer/v2/U7U4OPPETZOU3I4R4OYG2BWOOE.jpg?auth=d78a1664e930c3684243a0066c562201f6f54f3a7b33f563cf53957906ba4db6&height=630&smart=true&width=1200
REC-0070;Chantilly com Chocolate Branco;ilustrativa_externa;https://www.tudogostoso.com.br/receita/303246-creme-facil-para-recheio-de-bolo.html;https://static.itdg.com.br/images/640-400/ebe17f9b3f6de8a62e5d01484f94dfed/creme-facil-para-recheio-de-bolo.jpg
REC-0071;Brigadeiro de Leite;ilustrativa_externa;https://entretenimento.r7.com/receitas/receitas-de-pesos/delicie-se-com-as-melhores-sobremesas-brasileiras-brigadeiro-beijinho-e-cajuzinho-16032024/;https://newr7-r7-prod.web.arc-cdn.net/resizer/v2/U7U4OPPETZOU3I4R4OYG2BWOOE.jpg?auth=d78a1664e930c3684243a0066c562201f6f54f3a7b33f563cf53957906ba4db6&height=630&smart=true&width=1200
REC-0072;Quibe — Variante 2;ilustrativa_externa;https://www.dicasedicas.com.br/receita/quibe-frito-caseiro-02;https://www.dicasedicas.com.br/_next/image?q=50&url=https%3A%2F%2Fd135llbe2j366l.cloudfront.net%2Fcompressed%2Fquibe-frito-caseiro-02-google.webp&w=828
REC-0073;Creme de Milho;ilustrativa_externa;https://www.tudogostoso.com.br/receita/303246-creme-facil-para-recheio-de-bolo.html;https://static.itdg.com.br/images/640-400/ebe17f9b3f6de8a62e5d01484f94dfed/creme-facil-para-recheio-de-bolo.jpg
REC-0074;Bolo de Chocolate — Variante 2;ilustrativa_externa;https://www.receitasja.com.br/como-fazer-um-bolo-de-chocolate-simples-e-fofinho/;https://www.receitasja.com.br/wp-content/uploads/2024/10/bolo-de-chocolate-simples.webp
REC-0075;Bolacha de Nata com Sal Amoníaco;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/o-biscoito-caseiro-que-pede-um-cafe-passado-na-hora-e-derrete-na-boca-receita-facil-e-deliciosa-a25980.htm;https://static.itdg.com.br/images/640-auto/b78e13d27b59dacd25a972a155be409e/bisco-baixa.jpg
REC-0076;Bolo de Coco Baiano;ilustrativa_externa;https://www.terra.com.br/vida-e-estilo/degusta/receitas/bolo-simples-1-receita-que-faz-10-bolos-diferentes-pratico%2C66e7f81a0be8a82c56501dbdd940bc97nyymd6mj.html;https://p2.trrsf.com/image/fget/cf/500/0/images.terra.com/2024/02/16/863943157-bolo-caseiro-eeaeuwos.jpg
REC-0077;Bolo Cortado pela Samantha (Receita Márcia);ilustrativa_externa;https://www.terra.com.br/vida-e-estilo/degusta/receitas/bolo-simples-1-receita-que-faz-10-bolos-diferentes-pratico%2C66e7f81a0be8a82c56501dbdd940bc97nyymd6mj.html;https://p2.trrsf.com/image/fget/cf/500/0/images.terra.com/2024/02/16/863943157-bolo-caseiro-eeaeuwos.jpg
REC-0078;Ganache de Chocolate;ilustrativa_externa;https://www.tudogostoso.com.br/receita/303246-creme-facil-para-recheio-de-bolo.html;https://static.itdg.com.br/images/640-400/ebe17f9b3f6de8a62e5d01484f94dfed/creme-facil-para-recheio-de-bolo.jpg
REC-0079;Creme de Limão;ilustrativa_externa;https://www.tudogostoso.com.br/receita/303246-creme-facil-para-recheio-de-bolo.html;https://static.itdg.com.br/images/640-400/ebe17f9b3f6de8a62e5d01484f94dfed/creme-facil-para-recheio-de-bolo.jpg
REC-0080;Glacê de Emulsificante;ilustrativa_externa;https://www.tudogostoso.com.br/receita/303246-creme-facil-para-recheio-de-bolo.html;https://static.itdg.com.br/images/640-400/ebe17f9b3f6de8a62e5d01484f94dfed/creme-facil-para-recheio-de-bolo.jpg
REC-0081;Pé de Moleque — Variante 1;ilustrativa_externa;https://www.guiadasemana.com.br/receitas/galeria/receita-pe-de-moleque;https://www.guiadasemana.com.br/contentFiles/image/2020/06/FEA/principal/65743_w840h0_1593023980shutterstock-1728596380.jpg
REC-0082;Rosca Doce;ilustrativa_externa;https://focalizando.com.br/pao-caseiro-tradicional;https://focalizando.com.br/sites/default/files/inline-images/p%C3%A3o%20caseiro%20tradicional.jpg
REC-0083;Bananinha (Receita da Graça);ilustrativa_externa;https://www.metropoles.com/vida-e-estilo/bananinha-caseira-faca-doce-com-apenas-4-ingredientes;https://images.metroimg.com/2025/07/14145503/bananinha-18921.jpg
REC-0084;Rosca Espiral (Fatias Húngaras) — Variante 1;ilustrativa_externa;https://focalizando.com.br/pao-caseiro-tradicional;https://focalizando.com.br/sites/default/files/inline-images/p%C3%A3o%20caseiro%20tradicional.jpg
REC-0085;Bolo de Chocolate — Variante 3;ilustrativa_externa;https://www.receitasja.com.br/como-fazer-um-bolo-de-chocolate-simples-e-fofinho/;https://www.receitasja.com.br/wp-content/uploads/2024/10/bolo-de-chocolate-simples.webp
REC-0086;Leite Condensado Caseiro;ilustrativa_externa;https://entretenimento.r7.com/receitas/receitas-de-pesos/delicie-se-com-as-melhores-sobremesas-brasileiras-brigadeiro-beijinho-e-cajuzinho-16032024/;https://newr7-r7-prod.web.arc-cdn.net/resizer/v2/U7U4OPPETZOU3I4R4OYG2BWOOE.jpg?auth=d78a1664e930c3684243a0066c562201f6f54f3a7b33f563cf53957906ba4db6&height=630&smart=true&width=1200
REC-0087;Pudim de Leite em Pó — Variante 2;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/lisinho-e-supercremoso-aqui-estao-todos-os-segredos-de-pudim-perfeito-a23822.htm;https://static.itdg.com.br/images/640-auto/e970dc7a4be053b87ab839bf26a11124/pudim-baixa.jpg
REC-0088;Pudim de Pão (Pão Velho) — Variante 1;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/lisinho-e-supercremoso-aqui-estao-todos-os-segredos-de-pudim-perfeito-a23822.htm;https://static.itdg.com.br/images/640-auto/e970dc7a4be053b87ab839bf26a11124/pudim-baixa.jpg
REC-0089;Pudim de Maria Mole — Variante 2;ilustrativa_externa;https://www.tudogostoso.com.br/noticias/lisinho-e-supercremoso-aqui-estao-todos-os-segredos-de-pudim-perfeito-a23822.htm;https://static.itdg.com.br/images/640-auto/e970dc7a4be053b87ab839bf26a11124/pudim-baixa.jpg
REC-0090;Bolinhos de Chuva;ilustrativa_externa;https://entretenimento.r7.com/receitas/receitas-de-pesos/delicie-se-com-as-melhores-sobremesas-brasileiras-brigadeiro-beijinho-e-cajuzinho-16032024/;https://newr7-r7-prod.web.arc-cdn.net/resizer/v2/U7U4OPPETZOU3I4R4OYG2BWOOE.jpg?auth=d78a1664e930c3684243a0066c562201f6f54f3a7b33f563cf53957906ba4db6&height=630&smart=true&width=1200
